level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1755	-1	
2	1	1	0	0	0	570	305	103	22	-1	
3	1	1	1	0	0	570	305	103	22	-1	
4	1	1	1	1	0	570	305	103	22	-1	
5	1	1	1	1	1	570	305	103	22	96.257225	ORDER
2	1	2	0	0	0	119	373	1003	424	-1	
3	1	2	1	0	0	119	373	1003	424	-1	
4	1	2	1	1	0	119	373	1003	24	-1	
5	1	2	1	1	1	119	373	135	19	96.613640	VICTORIAN
5	1	2	1	1	2	263	373	63	19	94.377792	CIVIL
5	1	2	1	1	3	332	374	53	18	94.377792	AND
5	1	2	1	1	4	392	373	210	19	95.948898	ADMINISTRATIVE
5	1	2	1	1	5	610	374	127	18	96.159332	TRIBUNAL
5	1	2	1	1	6	819	374	133	23	96.491974	Proceeding
5	1	2	1	1	7	962	378	34	14	93.264038	no:
5	1	2	1	1	8	1008	374	114	18	91.233681	RT252398
4	1	2	1	2	0	120	402	508	19	-1	
5	1	2	1	2	1	120	402	98	18	96.665024	RENTAL
5	1	2	1	2	2	227	402	105	19	96.553688	DISPUTE
5	1	2	1	2	3	342	402	160	19	95.764679	RESOLUTION
5	1	2	1	2	4	510	402	118	19	95.764679	VICTORIA
4	1	2	1	3	0	119	444	718	32	-1	
5	1	2	1	3	1	119	444	182	32	92.291420	APPLICANT(S):
5	1	2	1	3	2	474	448	124	19	91.134247	Chawakorn
5	1	2	1	3	3	616	448	127	19	89.254372	Kamnuansil
5	1	2	1	3	4	760	464	2	6	89.254372	,
5	1	2	1	3	5	774	449	63	18	96.962128	renter
4	1	2	1	4	0	475	493	280	24	-1	
5	1	2	1	4	1	475	493	89	24	90.368156	Podjana
5	1	2	1	4	2	572	493	94	19	90.368156	Tienmon
5	1	2	1	4	3	665	489	12	32	91.644608	,
5	1	2	1	4	4	691	494	64	18	96.335579	renter
4	1	2	1	5	0	120	534	849	32	-1	
5	1	2	1	5	1	120	534	212	32	91.265129	RESPONDENT(S):
5	1	2	1	5	2	473	539	57	18	96.463539	Areal
5	1	2	1	5	3	541	539	91	23	96.463539	Property
5	1	2	1	5	4	641	538	67	24	96.141266	Group
5	1	2	1	5	5	718	539	34	23	95.401123	Pty
5	1	2	1	5	6	761	539	38	22	96.981766	Ltd,
5	1	2	1	5	7	810	539	59	18	96.604286	rental
5	1	2	1	5	8	879	539	90	23	96.762741	provider
4	1	2	1	6	0	119	584	991	24	-1	
5	1	2	1	6	1	119	584	86	19	96.946075	OTHER
5	1	2	1	6	2	215	584	170	19	96.432343	INFORMATION
5	1	2	1	6	3	395	584	23	23	95.036812	(if
5	1	2	1	6	4	475	584	97	19	96.715469	Relevant
5	1	2	1	6	5	581	584	114	24	96.536736	legislation:
5	1	2	1	6	6	706	584	123	19	96.378082	Residential
5	1	2	1	6	7	838	584	111	19	96.408195	Tenancies
5	1	2	1	6	8	954	584	37	19	96.967720	Act
5	1	2	1	6	9	1001	584	53	19	96.916275	1997
5	1	2	1	6	10	1062	584	48	23	96.784576	(Vic)
4	1	2	1	7	0	119	609	497	31	-1	
5	1	2	1	7	1	119	609	136	31	96.763290	applicable):
5	1	2	1	7	2	474	613	106	23	95.537048	section(s)
5	1	2	1	7	3	590	613	26	18	94.844635	73
4	1	2	1	8	0	475	659	644	23	-1	
5	1	2	1	8	1	475	659	77	18	96.528236	Rented
5	1	2	1	8	2	563	659	104	23	96.256836	premises:
5	1	2	1	8	3	678	659	25	18	96.976578	33
5	1	2	1	8	4	712	659	130	18	96.520599	Camberwell
5	1	2	1	8	5	852	659	35	21	96.286255	Rd,
5	1	2	1	8	6	897	659	104	18	96.132370	Hawthorn
5	1	2	1	8	7	1011	659	53	22	96.940880	East,
5	1	2	1	8	8	1073	659	46	22	96.507019	VIC,
4	1	2	1	9	0	474	687	54	19	-1	
5	1	2	1	9	1	474	687	54	19	96.900787	3123
4	1	2	1	10	0	119	732	839	24	-1	
5	1	2	1	10	1	119	732	106	19	96.385742	ORDERS
5	1	2	1	10	2	234	733	72	18	94.866798	MADE
5	1	2	1	10	3	315	733	37	18	95.258652	BY:
5	1	2	1	10	4	474	733	18	18	93.209831	M
5	1	2	1	10	5	501	733	70	23	96.216118	Taylor,
5	1	2	1	10	6	580	733	95	23	96.734444	delegate
5	1	2	1	10	7	684	732	18	19	96.982300	of
5	1	2	1	10	8	711	733	33	18	96.973969	the
5	1	2	1	10	9	754	733	93	23	96.393578	Principal
5	1	2	1	10	10	858	733	100	23	96.921814	Registrar
4	1	2	1	11	0	120	778	504	19	-1	
5	1	2	1	11	1	120	778	64	18	96.883484	DATE
5	1	2	1	11	2	193	778	104	19	96.619102	ORDERS
5	1	2	1	11	3	307	778	79	18	96.567764	MADE:
5	1	2	1	11	4	474	778	26	18	96.983948	27
5	1	2	1	11	5	509	778	53	19	96.384605	June
5	1	2	1	11	6	570	778	54	19	96.344566	2025
2	1	3	0	0	0	118	846	1006	3	-1	
3	1	3	1	0	0	118	846	1006	3	-1	
4	1	3	1	1	0	118	846	1006	3	-1	
5	1	3	1	1	1	118	846	1006	3	95.000000	 
2	1	4	0	0	0	130	874	933	76	-1	
3	1	4	1	0	0	130	874	933	76	-1	
4	1	4	1	1	0	131	874	888	24	-1	
5	1	4	1	1	1	131	875	49	18	96.424881	This
