level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	105	95	856	103	-1	
3	1	1	1	0	0	105	95	856	103	-1	
4	1	1	1	1	0	106	95	855	22	-1	
5	1	1	1	1	1	106	95	13	17	94.382446	If
5	1	1	1	1	2	125	99	40	18	96.399544	you
5	1	1	1	1	3	175	95	50	17	96.350304	have
5	1	1	1	1	4	234	99	38	18	95.937401	any
5	1	1	1	1	5	280	95	100	17	96.469162	feedback
5	1	1	1	1	6	389	95	105	22	96.469162	regarding
5	1	1	1	1	7	503	99	31	18	96.559952	my
5	1	1	1	1	8	542	95	85	21	96.363548	service,
5	1	1	1	1	9	637	95	70	22	96.770294	please
5	1	1	1	1	10	715	95	38	17	96.389145	feel
5	1	1	1	1	11	762	95	41	17	96.320908	free
5	1	1	1	1	12	811	96	21	16	96.206367	to
5	1	1	1	1	13	840	96	82	16	96.814766	contact
5	1	1	1	1	14	930	99	31	18	96.828873	my
4	1	1	1	2	0	106	139	100	18	-1	
5	1	1	1	2	1	106	139	100	18	96.735138	manager.
4	1	1	1	3	0	105	173	775	25	-1	
5	1	1	1	3	1	105	174	70	19	96.073479	Jamie
5	1	1	1	3	2	183	173	48	25	96.544823	Ong
5	1	1	1	3	3	240	174	68	24	96.544823	(Head
5	1	1	1	3	4	316	174	23	19	96.918823	of
5	1	1	1	3	5	348	174	101	24	96.677933	Property
5	1	1	1	3	6	458	174	158	24	93.306252	Management)
5	1	1	1	3	7	623	176	257	21	73.767395	jamic.ong@areal.com.au
2	1	2	0	0	0	105	245	928	206	-1	
3	1	2	1	0	0	105	245	928	206	-1	
4	1	2	1	1	0	106	245	841	16	-1	
5	1	2	1	1	1	106	245	99	12	93.237000	DISCLAIMER
5	1	2	1	1	2	212	245	9	12	93.221970	&
5	1	2	1	1	3	227	245	78	12	96.479332	WARNING.
5	1	2	1	1	4	316	245	31	12	95.474030	This
