level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	63	123	1126	49	-1	
3	1	1	1	0	0	63	123	1126	49	-1	
4	1	1	1	1	0	63	123	1126	49	-1	
5	1	1	1	1	1	63	123	7	49	67.344101	i
5	1	1	1	1	2	87	135	14	36	42.075119	af
5	1	1	1	1	3	122	123	8	49	49.039120	|
5	1	1	1	1	4	148	126	116	44	93.193619	Gmail
5	1	1	1	1	5	662	142	111	15	91.855057	Chawakorn
5	1	1	1	1	6	781	141	113	16	92.433434	Kamnuansil
5	1	1	1	1	7	902	141	287	20	91.422005	<ck.chawakorn@gmail.com>
2	1	2	0	0	0	51	213	1138	3	-1	
3	1	2	1	0	0	51	213	1138	3	-1	
4	1	2	1	1	0	51	213	1138	3	-1	
5	1	2	1	1	1	51	213	1138	3	95.000000	 
2	1	3	0	0	0	53	235	837	26	-1	
3	1	3	1	0	0	53	235	837	26	-1	
4	1	3	1	1	0	53	235	837	26	-1	
5	1	3	1	1	1	53	235	82	21	96.097427	Notice
5	1	3	1	1	2	142	238	26	18	96.810402	to
5	1	3	1	1	3	175	238	85	18	93.260399	vacate
5	1	3	1	1	4	269	246	9	3	92.579353	-
5	1	3	1	1	5	287	235	123	25	93.084351	1803/243
5	1	3	1	1	6	420	235	101	21	96.042725	Franklin
5	1	3	1	1	7	530	236	85	25	95.972130	Street,
5	1	3	1	1	8	626	235	136	21	96.336418	Melbourne
5	1	3	1	1	9	770	236	44	20	96.123756	VIC
5	1	3	1	1	10	822	236	68	20	96.130608	3000
2	1	4	0	0	0	51	273	1138	3	-1	
3	1	4	1	0	0	51	273	1138	3	-1	
4	1	4	1	1	0	51	273	1138	3	-1	
5	1	4	1	1	1	51	273	1138	3	95.000000	 
2	1	5	0	0	0	52	293	1137	95	-1	
3	1	5	1	0	0	52	293	1137	44	-1	
4	1	5	1	1	0	52	293	1137	20	-1	
5	1	5	1	1	1	52	293	59	20	96.327240	Sylvia
5	1	5	1	1	2	119	295	37	14	92.848267	Hao
5	1	5	1	1	3	163	302	7	2	92.848267	-
5	1	5	1	1	4	177	294	51	15	96.129929	Areal
5	1	5	1	1	5	237	295	86	18	95.842316	Property
5	1	5	1	1	6	330	294	96	15	95.842316	Hawthorn
5	1	5	1	1	7	434	294	63	19	93.278732	(MPM)
5	1	5	1	1	8	506	294	301	19	91.340836	<MPM@email.propertyme.com>
5	1	5	1	1	9	1028	294	26	19	93.182121	Fri,
5	1	5	1	1	10	1062	295	15	14	93.182121	11
5	1	5	1	1	11	1086	294	25	15	95.092102	Jul
5	1	5	1	1	12	1120	296	16	13	96.123146	at
5	1	5	1	1	13	1144	295	45	14	96.606033	17:12
4	1	5	1	2	0	53	319	814	18	-1	
5	1	5	1	2	1	53	319	50	18	96.514160	Reply
5	1	5	1	2	2	110	320	22	14	96.650841	to:
5	1	5	1	2	3	140	319	54	18	96.778290	Sylvia
5	1	5	1	2	4	202	319	35	15	93.223198	Hao
5	1	5	1	2	5	246	327	6	2	93.197044	-
5	1	5	1	2	6	260	319	46	15	96.059929	Areal
5	1	5	1	2	7	315	319	79	18	96.059929	Property
5	1	5	1	2	8	402	319	88	15	96.367905	Hawthorn
5	1	5	1	2	9	499	319	59	18	93.256042	(MPM)
5	1	5	1	2	10	567	319	300	18	90.945518	<MPM@email.propertyme.com>
3	1	5	2	0	0	52	344	525	19	-1	
4	1	5	2	1	0	52	344	525	19	-1	
5	1	5	2	1	1	52	344	26	15	93.292519	To:
5	1	5	2	1	2	86	344	102	15	91.622856	Chawakorn
5	1	5	2	1	3	197	344	105	15	92.556084	Kamnuansil
5	1	5	2	1	4	310	344	267	19	91.599884	<ck.chawakorn@gmail.com>
3	1	5	3	0	0	52	369	337	19	-1	
4	1	5	3	1	0	52	369	337	19	-1	
5	1	5	3	1	1	52	370	29	14	70.648277	Ce:
5	1	5	3	1	2	89	369	300	19	89.136192	<mpm@email.propertyme.com>
2	1	6	0	0	0	136	440	687	113	-1	
3	1	6	1	0	0	136	440	687	113	-1	
4	1	6	1	1	0	136	440	687	113	-1	
5	1	6	1	1	1	136	440	687	113	90.816223	A/REAL
2	1	7	0	0	0	106	612	163	16	-1	
3	1	7	1	0	0	106	612	163	16	-1	
4	1	7	1	1	0	106	612	163	16	-1	
5	1	7	1	1	1	106	613	47	15	93.290932	Dear
5	1	7	1	1	2	160	612	109	16	92.350533	Chawakorn
2	1	8	0	0	0	106	656	980	76	-1	
3	1	8	1	0	0	106	656	980	76	-1	
4	1	8	1	1	0	106	656	941	20	-1	
5	1	8	1	1	1	106	657	44	15	77.312218	Iam
5	1	8	1	1	2	159	657	66	19	96.585876	writing
5	1	8	1	1	3	235	658	18	14	96.969231	to
5	1	8	1	1	4	263	656	62	16	96.155540	inform
5	1	8	1	1	5	335	660	34	16	96.155540	you
5	1	8	1	1	6	378	656	40	16	96.541779	that
5	1	8	1	1	7	426	656	30	16	96.455856	the
5	1	8	1	1	8	465	660	61	12	96.455856	owner
5	1	8	1	1	9	534	656	19	16	96.904816	of
5	1	8	1	1	10	560	660	44	16	96.589134	your
5	1	8	1	1	11	613	656	55	16	96.839111	rental
5	1	8	1	1	12	679	658	82	18	96.793877	property
5	1	8	1	1	13	772	656	32	16	96.951881	has
5	1	8	1	1	14	813	656	78	16	96.777840	directed
5	1	8	1	1	15	902	660	21	12	96.598595	us
5	1	8	1	1	16	931	658	18	14	96.974670	to
5	1	8	1	1	17	959	657	48	15	96.618126	issue
5	1	8	1	1	18	1016	656	31	16	96.618126	the
4	1	8	1	2	0	106	685	980	19	-1	
5	1	8	1	2	1	106	685	84	15	96.388214	attached
5	1	8	1	2	2	201	685	63	15	96.297600	notice.
5	1	8	1	2	3	274	685	40	15	96.858131	This
5	1	8	1	2	4	322	689	64	11	96.438148	serves
5	1	8	1	2	5	395	689	20	11	95.875999	as
5	1	8	1	2	6	424	689	22	11	96.967941	an
5	1	8	1	2	7	456	685	62	15	67.614273	official
5	1	8	1	2	8	529	685	108	15	96.381775	notification
5	1	8	1	2	9	646	686	18	14	96.409843	to
5	1	8	1	2	10	673	686	64	14	96.817017	vacate
5	1	8	1	2	11	746	685	31	15	96.635971	the
5	1	8	1	2	12	787	685	88	19	96.024376	premises
5	1	8	1	2	13	884	685	69	15	96.285439	located
5	1	8	1	2	14	963	686	19	14	93.230888	at
5	1	8	1	2	15	992	685	94	18	88.005676	1803/243
4	1	8	1	3	0	106	713	366	19	-1	
5	1	8	1	3	1	106	713	77	16	96.347458	Franklin
5	1	8	1	3	2	192	713	66	19	96.511307	Street,
5	1	8	1	3	3	269	713	102	16	96.658081	Melbourne
5	1	8	1	3	4	380	713	35	16	96.164146	VIC
5	1	8	1	3	5	424	713	48	16	96.698677	3000
2	1	9	0	0	0	106	759	161	16	-1	
3	1	9	1	0	0	106	759	161	16	-1	
4	1	9	1	1	0	106	759	161	16	-1	
5	1	9	1	1	1	106	759	69	16	96.742081	Notice
5	1	9	1	1	2	185	759	82	16	96.199890	Details:
2	1	10	0	0	0	104	802	403	19	-1	
3	1	10	1	0	0	104	802	403	19	-1	
4	1	10	1	1	0	104	802	403	19	-1	
5	1	10	1	1	1	104	807	7	7	15.643555	«
5	1	10	1	1	2	128	802	79	15	96.569633	Reason
5	1	10	1	1	3	216	802	31	15	96.553444	for
5	1	10	1	1	4	256	802	76	15	96.184502	Notice:
5	1	10	1	1	5	343	802	66	15	96.543983	Unsafe
5	1	10	1	1	6	419	802	88	19	96.074661	premises
2	1	11	0	0	0	104	841	424	19	-1	
3	1	11	1	0	0	104	841	424	19	-1	
4	1	11	1	1	0	104	841	424	19	-1	
5	1	11	1	1	1	104	846	7	7	50.648193	«
5	1	11	1	1	2	128	841	98	19	96.667900	Required
5	1	11	1	1	3	235	841	74	15	96.598564	Vacate
