level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	151	154	747	22	-1	
3	1	1	1	0	0	151	154	747	22	-1	
4	1	1	1	1	0	151	154	747	22	-1	
5	1	1	1	1	1	151	154	26	18	96.572807	for
5	1	1	1	1	2	184	155	24	16	96.589859	24
5	1	1	1	1	3	216	155	49	17	95.944427	June
5	1	1	1	1	4	273	155	49	17	95.944427	2025
5	1	1	1	1	5	330	156	18	16	96.399704	at
5	1	1	1	1	6	356	155	42	17	96.564384	8:30
5	1	1	1	1	7	406	155	33	17	96.472855	AM
5	1	1	1	1	8	446	155	40	17	96.472855	with
5	1	1	1	1	9	495	159	23	13	96.467598	no
5	1	1	1	1	10	526	155	105	17	96.647675	alternative
5	1	1	1	1	11	638	155	160	17	96.154060	accommodation
5	1	1	1	1	12	807	155	91	21	96.553360	provided.
2	1	2	0	0	0	151	212	915	45	-1	
3	1	2	1	0	0	151	212	915	45	-1	
4	1	2	1	1	0	152	212	914	22	-1	
5	1	2	1	1	1	152	212	53	17	96.080452	Have
5	1	2	1	1	2	212	216	39	17	96.763962	you
5	1	2	1	1	3	261	212	64	17	96.543404	raised
5	1	2	1	1	4	333	212	34	17	96.506531	the
5	1	2	1	1	5	375	212	84	21	96.638962	issue(s)
5	1	2	1	1	6	468	212	17	17	96.769173	in
5	1	2	1	1	7	494	212	73	22	96.432243	writing
5	1	2	1	1	8	575	212	44	17	96.744255	with
5	1	2	1	1	9	628	216	49	18	96.723793	your
5	1	2	1	1	10	685	212	59	17	96.525574	rental
5	1	2	1	1	11	754	212	90	21	96.503563	provider
5	1	2	1	1	12	851	216	23	13	96.600044	or
5	1	2	1	1	13	881	212	38	17	96.817932	real
5	1	2	1	1	14	927	213	65	16	96.817932	estate
5	1	2	1	1	15	1000	213	66	21	96.939209	agent:
4	1	2	1	2	0	151	240	39	17	-1	
5	1	2	1	2	1	151	240	39	17	96.691177	Yes
2	1	3	0	0	0	151	323	916	248	-1	
3	1	3	1	0	0	152	323	500	25	-1	
4	1	3	1	1	0	152	323	500	25	-1	
5	1	3	1	1	1	152	324	49	18	96.864143	How
5	1	3	1	1	2	208	323	27	19	96.672119	do
5	1	3	1	1	3	242	328	39	19	96.846870	you
5	1	3	1	1	4	289	326	53	17	96.722679	want
5	1	3	1	1	5	349	323	41	20	96.776566	this
5	1	3	1	1	6	398	323	82	25	96.189438	dispute
5	1	3	1	1	7	487	326	22	17	96.863373	to
5	1	3	1	1	8	517	323	26	20	97.002846	be
5	1	3	1	1	9	551	323	101	20	96.927864	resolved:
3	1	3	2	0	0	153	355	738	22	-1	
4	1	3	2	1	0	153	355	738	22	-1	
5	1	3	2	1	1	153	355	14	17	96.247375	1.
5	1	3	2	1	2	178	355	104	17	92.199547	Immediate
5	1	3	2	1	3	291	356	89	20	96.094635	provision
5	1	3	2	1	4	389	355	19	18	96.547989	of
5	1	3	2	1	5	414	356	104	17	96.755272	alternative
5	1	3	2	1	6	526	356	160	17	95.996750	accommodation
5	1	3	2	1	7	694	356	62	21	96.998970	during
5	1	3	2	1	8	765	356	57	21	96.680374	repair
5	1	3	2	1	9	830	356	61	21	96.972343	period
3	1	3	3	0	0	151	383	901	51	-1	
4	1	3	3	1	0	151	383	901	22	-1	
5	1	3	3	1	1	151	384	16	16	94.822746	2.
5	1	3	3	1	2	177	383	146	22	96.663551	Compensation
5	1	3	3	1	3	331	384	26	17	96.690399	for
5	1	3	3	1	4	365	385	38	16	96.690399	rent
5	1	3	3	1	5	411	384	40	21	96.862679	paid
5	1	3	3	1	6	459	384	52	17	96.954735	while
5	1	3	3	1	7	519	384	88	17	96.367523	bedroom
5	1	3	3	1	8	614	388	41	13	96.720619	was
5	1	3	3	1	9	663	384	91	17	96.385612	unusable
5	1	3	3	1	10	763	384	148	21	93.247383	(approximately
5	1	3	3	1	11	919	383	133	22	91.794563	$1,400-1,500
4	1	3	3	2	0	152	412	255	22	-1	
5	1	3	3	2	1	152	416	32	17	96.091957	per
5	1	3	3	2	2	192	412	60	17	96.091957	month
5	1	3	3	2	3	261	412	26	17	95.439499	for
5	1	3	3	2	4	294	412	24	17	95.439499	2+
5	1	3	3	2	5	327	413	80	21	96.809525	months)
3	1	3	4	0	0	152	440	575	22	-1	
4	1	3	4	1	0	152	440	575	22	-1	
5	1	3	4	1	1	152	440	15	17	96.690712	3.
5	1	3	4	1	2	177	440	96	22	96.636581	Complete
5	1	3	4	1	3	282	441	106	17	96.574402	restoration
5	1	3	4	1	4	396	440	19	18	97.006516	of
5	1	3	4	1	5	422	442	82	20	96.598999	property
5	1	3	4	1	6	512	442	18	16	96.592484	to
5	1	3	4	1	7	538	441	91	17	96.498352	habitable
5	1	3	4	1	8	637	441	90	17	96.458900	condition
3	1	3	5	0	0	151	469	418	21	-1	
4	1	3	5	1	0	151	469	418	21	-1	
5	1	3	5	1	1	151	469	16	17	95.979248	4.
5	1	3	5	1	2	178	469	100	17	95.731903	Protection
5	1	3	5	1	3	286	469	64	17	96.852066	orders
5	1	3	5	1	4	359	469	104	21	96.333321	preventing
5	1	3	5	1	5	472	469	97	17	96.933052	retaliation
3	1	3	6	0	0	152	497	834	22	-1	
4	1	3	6	1	0	152	497	834	22	-1	
5	1	3	6	1	1	152	498	15	16	96.814384	5.
5	1	3	6	1	2	176	497	108	17	96.519424	Assurance
5	1	3	6	1	3	291	497	38	18	96.494141	that
5	1	3	6	1	4	336	498	21	17	96.494141	all
5	1	3	6	1	5	365	497	58	18	96.989517	future
5	1	3	6	1	6	431	498	68	21	96.900475	repairs
5	1	3	6	1	7	506	498	31	16	96.823792	will
5	1	3	6	1	8	546	498	23	17	96.947479	be
5	1	3	6	1	9	577	498	104	21	96.893738	completed
5	1	3	6	1	10	688	498	58	17	96.682854	within
5	1	3	6	1	11	755	498	111	17	96.973473	reasonable
5	1	3	6	1	12	874	497	112	18	95.838882	timeframes
3	1	3	7	0	0	151	526	916	45	-1	
4	1	3	7	1	0	151	526	916	22	-1	
5	1	3	7	1	1	151	526	16	17	96.274895	6.
5	1	3	7	1	2	177	526	146	21	96.274895	Compensation
5	1	3	7	1	3	331	526	26	17	96.874336	for
5	1	3	7	1	4	364	527	64	19	96.929596	stress,
5	1	3	7	1	5	439	526	149	21	95.968178	inconvenience,
5	1	3	7	1	6	598	526	36	17	96.493065	and
5	1	3	7	1	7	643	526	59	17	96.383179	health
5	1	3	7	1	8	712	526	77	21	96.547867	impacts
5	1	3	7	1	9	796	530	23	13	96.762451	as
5	1	3	7	1	10	827	526	124	18	96.209213	documented
5	1	3	7	1	11	960	527	22	21	96.677872	by
5	1	3	7	1	12	991	527	76	17	96.944397	medical
4	1	3	7	2	0	151	554	97	17	-1	
5	1	3	7	2	1	151	554	97	17	96.860016	certificate
2	1	4	0	0	0	151	611	909	57	-1	
3	1	4	1	0	0	151	611	909	57	-1	
4	1	4	1	1	0	152	611	908	25	-1	
5	1	4	1	1	1	152	612	3	18	90.547485	|
5	1	4	1	1	2	164	613	53	17	93.071449	want
5	1	4	1	1	3	224	612	63	18	92.891045	VCAT
5	1	4	1	1	4	294	613	21	17	95.751778	to
5	1	4	1	1	5	324	611	82	20	95.751778	redirect
5	1	4	1	1	6	415	617	32	19	96.705727	my
5	1	4	1	1	7	455	614	41	17	96.841537	rent
5	1	4	1	1	8	505	614	107	22	96.868042	payments
5	1	4	1	1	9	620	612	40	19	96.753967	into
5	1	4	1	1	10	668	617	11	14	96.753967	a
5	1	4	1	1	11	689	612	48	19	96.827126	Rent
5	1	4	1	1	12	745	611	78	25	96.478233	Special
5	1	4	1	1	13	832	612	91	19	96.879364	Account
5	1	4	1	1	14	931	612	45	19	95.693436	until
5	1	4	1	1	15	986	613	74	23	95.693436	repairs
4	1	4	1	2	0	151	644	157	24	-1	
5	1	4	1	2	1	151	649	34	14	96.912399	are
5	1	4	1	2	2	193	644	115	24	96.488693	completed
2	1	5	0	0	0	151	715	297	27	-1	
3	1	5	1	0	0	151	715	297	27	-1	
4	1	5	1	1	0	151	715	297	27	-1	
5	1	5	1	1	1	151	715	143	27	96.439980	Supporting
5	1	5	1	1	2	303	715	145	22	96.301132	documents
2	1	6	0	0	0	172	788	892	117	-1	
3	1	6	1	0	0	172	788	892	82	-1	
